Location,,,,,,,,,,,,
placeID,name,address,city,state,country,zip,alcohol,smoking_area,dress_code,accessibility,price,area
132858,Hamburguesas Valle Dorado,Av. Coral,San Luis Potosi,San Luis Potosi,Mexico,null,No_Alcohol_Served,none,informal,completely,low,closed
135026,la Cantina,Capitan Caldera No. 420 Tequisqueapan,San Luis Potosi,SLP,Mexico,78250,Full_Bar,none,informal,no_accessibility,high,closed
132884,dairy queen,null,null,null,null,null,No_Alcohol_Served,none,informal,completely,low,closed
135016,Arrachela Grill,69 Tres De Mayo,Cuernavaca,Morelos,Mexico,null,No_Alcohol_Served,none,informal,no_accessibility,medium,closed
135104,vips,null,null,null,null,null,Full_Bar,not permitted,informal,completely,medium,closed
132630,palomo tec,blvrd emilio portes gil,victoria,tamaulipas,null,null,No_Alcohol_Served,none,informal,completely,low,closed
135047,Restaurante Casa de las Flores,General Mariano Arista 1205 Barrio de Tequisquiap,San Luis Potosi,SLP,Mexico,78310,Wine-Beer,section,informal,no_accessibility,high,closed
132951,VIPS,NICOLAS ZAPATA 300,San Luis Potosi,San Luis Potosi,Mexico,null,No_Alcohol_Served,not permitted,casual,completely,low,closed
132665,TACOS CORRECAMINOS,null,victoria,tamaulipas,mexico,null,No_Alcohol_Served,none,informal,completely,low,closed
135044,Restaurant Wu Zhuo Yi,Himno Nacional 100 Avenida,San Luis Potosi,SLP,Mexico,78240,No_Alcohol_Served,none,informal,no_accessibility,medium,closed
135035,El Mundo de la Pasta,Rio Papaloapan 265 Lomas de San Luis (3),San Luis Potosi,SLP,Mexico,78210,No_Alcohol_Served,section,informal,no_accessibility,high,closed
135071,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,SLP,Mexico,78396,Full_Bar,section,informal,no_accessibility,medium,closed
132834,Gorditas Doa Gloria,sevilla y olmedo 715 a,san luis potosi,san luis potosi,mexico,78349,No_Alcohol_Served,not permitted,casual,no_accessibility,low,closed
132846,el lechon potosino ,circuito oriente esq. carretera 57,san luis potosi ,slp,mexico,null,No_Alcohol_Served,permitted,casual,no_accessibility,low,open
135048,Restaurante Bar Fu-hao,Jesus Goytortua 390 Tangamanga,San Luis Potosi,SLP,Mexico,78269,Wine-Beer,none,informal,no_accessibility,high,closed
132717,tortas hawai,null,null,null,null,null,No_Alcohol_Served,not permitted,informal,partially,medium,closed
132861,Carls Jr,Av. V. Carranza,San Luis Potosi,San Luis Potosi,Mexico,null,No_Alcohol_Served,not permitted,informal,completely,medium,closed
132885,Hamburguesas saul,Av. Saan Luis enttre moctezuma y salinas,San Luis Potosi,San Luis Potosi,mexico,78433,No_Alcohol_Served,none,informal,completely,low,closed
132740,Carreton de Flautas y Migadas,null,Ciudad Victoria,Tamaulipas,Mexico,null,No_Alcohol_Served,permitted,informal,completely,low,open
132830,Rincon Huasteco,null,null,null,null,null,No_Alcohol_Served,none,informal,completely,low,closed
132773,El cotorreo,Emiliano Zapata Col. Tres de Mayo,Cuernavaca,Morelos,null,null,Wine-Beer,permitted,informal,no_accessibility,low,open
132706,Gorditas Dona Tota,Zaragoza entre Francisco Zarco y Lopez Velarde,Cd. Victoria,Tamaulipas,Mexico,null,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,closed
132872,Pizzeria Julios,null,s.l.p,mexico,null,null,No_Alcohol_Served,not permitted,informal,partially,medium,closed
134987,Chilis Cuernavaca,Rio Mayo Colonia Vista Hermosa Esq. Rio Balsas,Cuernavaca,Morelos,Mexico,62290,Wine-Beer,none,informal,no_accessibility,medium,closed
132572,Cafe Chaires,null,San Luis Potosi,San Luis Potosi,Mexico,null,No_Alcohol_Served,not permitted,informal,completely,low,closed
132958,tacos los volcanes,avenida hivno nacional,san luis potosi,san luis potos,mexico,null,No_Alcohol_Served,none,informal,completely,low,closed
132733,Little Cesarz,null,Ciudad Victoria,Tamaulipas,Mexico,null,No_Alcohol_Served,not permitted,informal,completely,medium,closed
132922,cafe punta del cielo,null,null,null,null,null,No_Alcohol_Served,permitted,formal,completely,medium,closed
132715,tacos de la estacion,null,null,null,null,null,No_Alcohol_Served,none,informal,no_accessibility,low,open
135027,Restaurant Orizatlan,Pascual M. Hernandez 240,San Luis Potosi,SLP,Mexico,null,Wine-Beer,none,informal,no_accessibility,medium,closed
132767,Restaurant Familiar El Chino,Paseo de las Fuentes,Jiutepec,Morelos,null,null,Wine-Beer,permitted,casual,partially,medium,open
135039,Restaurant de Mariscos de Picon,Miguel Barragan 46 Centro,San Luis Potosi,SLP,Mexico,79300,No_Alcohol_Served,section,informal,no_accessibility,low,closed
134996,Sanborns Casa Piedra,Lomas del Mirador,Cuernavaca,Morelos,Mexico,null,Wine-Beer,only at bar,informal,no_accessibility,medium,closed
132755,La Estrella de Dimas,Av. de los Pintores,San Luis Potosi,S.L.P.,Mexico,null,No_Alcohol_Served,none,informal,partially,medium,closed
135043,pizza clasica,524 Soledad de Graciano Sanchez,Soledad,SLP,Mexico,null,No_Alcohol_Served,none,informal,no_accessibility,medium,closed
132654,Carnitas Mata  Calle 16 de Septiembre,16 de Septiembre,victoria ,tamaulipas,null,null,No_Alcohol_Served,none,informal,completely,low,closed
135049,Restaurante de Mariscos la Langosta,Cordillera de Los Alpes 675 Loma Verde,San Luis Potosi,SLP,Mexico,78214,No_Alcohol_Served,none,informal,no_accessibility,medium,closed
135073,Restaurante Bar El Gallinero,Pascual M. Hernandez 210 Centro,San Luis Potosi,SLP,Mexico,78000,Wine-Beer,section,informal,no_accessibility,high,closed
132560,puesto de gorditas,frente al tecnologico,victoria,tamaulipas,mexico,null,No_Alcohol_Served,permitted,informal,no_accessibility,low,open
134976,Log Yin,null,null,null,null,null,No_Alcohol_Served,none,informal,no_accessibility,low,closed
135075,Mariscos El Pescador,Himno Nacional 2104 Tangamanga,San Luis Potosi,SLP,Mexico,78269,No_Alcohol_Served,none,informal,no_accessibility,medium,closed
132660,carnitas mata calle Emilio Portes Gil,Emilio Portes Gil,victoria,tamaulipas,null,null,No_Alcohol_Served,none,informal,completely,low,closed
132921,crudalia,null,null,null,null,null,Wine-Beer,section,casual,completely,low,open
132594,tacos de barbacoa enfrente del Tec,null,null,null,null,null,No_Alcohol_Served,not permitted,informal,completely,low,open
134986,Restaurant Las Mananitas,Ricardo Linares 107,Cuernavaca,Morelos,Mexico,null,Wine-Beer,none,formal,no_accessibility,high,closed
135062,Restaurante El Cielo Potosino,Julian de Los Reyes 400 Centro,San Luis Potosi,SLP,Mexico,78000,No_Alcohol_Served,none,informal,no_accessibility,medium,closed
132766,Mikasa,Himno nacional esq. Blvd. Juarez,Cuernavaca,Morelos,Mexico,null,Wine-Beer,none,informal,no_accessibility,medium,closed
135088,Cafeteria cenidet,Interior Internado Palmira SN,Cuernavaca,Morelos,Mexico,null,No_Alcohol_Served,not permitted,informal,no_accessibility,low,closed
135058,Restaurante Tiberius,Munoz Sn Centro,San Luis Potosi,SLP,Mexico,64000,No_Alcohol_Served,none,informal,no_accessibility,medium,closed
132754,Cabana Huasteca,Cuauhtemoc 455,San Luis Potosi,S.L.P.,Mexico,null,No_Alcohol_Served,none,informal,partially,medium,closed
132584,Gorditas Dona Tota,null,null,null,null,null,No_Alcohol_Served,not permitted,informal,completely,medium,closed
135032,Cafeteria y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,SLP,Mexico,78000,Wine-Beer,section,informal,no_accessibility,medium,closed
135028,La Virreina,Av. Carranza 830,San Luis Potosi,SLP,Mexico,null,Wine-Beer,none,informal,no_accessibility,medium,closed
135085,Tortas Locas Hipocampo,Venustiano Carranza 719 Centro,San Luis Potosi,SLP,Mexico,78000,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,closed
132663,tacos abi,null,victoria,tamaulipas,mexico,null,No_Alcohol_Served,none,informal,completely,low,closed
132626,la perica hamburguesa,null,victoria,tamaulipas,null,null,No_Alcohol_Served,none,informal,completely,medium,closed
132583,McDonalds Centro,Rayon sn col. Centro,Cuernavaca,Morelos,Mexico,62000,No_Alcohol_Served,not permitted,informal,partially,low,closed
132866,Chaires,Ricardo B. Anaya,San Luis Potosi,San Luis Potosi,Mexico,null,No_Alcohol_Served,not permitted,informal,completely,medium,closed
135072,Sushi Itto,Venustiano Carranza 1809 C Polanco,San Luis Potosi,SLP,Mexico,78220,No_Alcohol_Served,none,informal,no_accessibility,medium,closed
135109,Paniroles,null,null,null,null,null,Wine-Beer,not permitted,informal,no_accessibility,medium,closed
135019,Restaurant Bar Coty y Pablo,Paseo de Las Fuentes 24 Pedregal de Las Fuentes,Jiutepec,Morelos,Mexico,null,No_Alcohol_Served,none,informal,completely,low,closed
132877,sirloin stockade,null,null,null,null,null,No_Alcohol_Served,none,informal,completely,low,closed
